,BuildingID,County,Type,Year,RatingType,EnergyRatingCat,EnergyRatingCont,GroundFloorArea,AvgWallU,AvgRoofU,AvgFloorU,AvgWindowU,AvgDoorU,ExposedWallArea,ExposedRoofArea,TotFloorArea,TotWindowArea,TotDoorArea,NStoreys,MainSHFuel,MainWHFuel,MainSHEfficiency,SharedMPRN,BuildingReg,MainSHAdj,SecSHFrac,SecSHEfficiency,MainWHEfficiency,MainWHAdj,SecSHFuel,SecWHFuel,NChimneys,NOpenFlues,NFansVents,DLobby,VentMethod,WallStructure,SuspWoodFloor,PercDraughtStripped,NShelteredSides,PermTest,PermTestResult,TempAdj,ControlCat,ResponseCat,NCHPumps,BoilerStat1,BoilerStat2,OilPumpIn,NGasFans,WarmAir,Underfloor,DistLoss,StorageLoss,DeclaredLoss,SolarWaterHeating,SummerElectricImm,Combi,KeepHot,VolWaterStorage,TempFac,TempFacMult,HWInsulationType,HWInsulationThickness,PrimaryLoss,AreaAperture,ZeroLossCollEff,CollHeatLoss,SolarRadiation,Overshading,CylinderThermostat,DedicatedSolarVol,CombiCylinder,SolarPumpElect,SolarPumpPower,Charging,SolarHeatFrac,LightingEnergy,PumpsAndFansEnergy,MainWaterEnergy,MainSpaceEnergy,PrimaryLightingEnergy,PrimaryPumpsFansEnergy,PrimaryMainWaterEnergy,PrimaryMainSpaceEnergy,LightingCO2,PumpsAndFansCO2,MainWaterCO2,MainSpaceCO2,AreaGroundFloor,HeightGroundFloor,AreaFirstFloor,HeightFirstFloor,AreaSecondFloor,BridgingFac,MassCat,LargestRoofTypeArea,LargestRoofType,PercLowEnergy,TotEnergy,SecSpaceEnergy,SecWaterEnergy,PercLivingArea,SecSpaceCO2,SecWaterCO2,SecSpacePrimaryEnergy,SecWaterPrimaryEnergy,UpgradeHES,RoofAreaRoom,RatingPurpose,AssessmentDate,FirstEnerType,FirstEnerTypeDescr,ProdFirstEnerComment,ProdFirstEnerDelivered,ProdFirstEnerConvFac,ConsFirstEnerComment,SecondEnerTypeDescr,ProdSecondEnerComment,ProdSecondEnerDelivered,ProdSecondEnerConvFac,ConsSecondEnerComment,ThirdEnerTypeDescr,ProdThirdEnerComment,ProdThirdEnerDelivered,ProdThirdEnerConvFac,ConsThirdEnerComment,FuelTypeFirstBoiler,EffFirstHeatGenPlant,PercFirstHeat,FuelTypeSecondBoiler,EffSecondHeatGenPlant,PercSecondHeat,FuelTypeThirdBoiler,EffThirdHeatGenPlant,PercThirdHeat,HeatingSystemSolarSpace,TotPrimaryEnergyFac,TotCO2Emissions,PrimaryEnergySecondarySpace,EnergyMainWater
46,154629,Co. Laois,House,Y2004.0,Existing       ,C3,209.94,129.75 sq. m,,0.13,0.41,2.82,3.0,93.1,129.75,129.75,18.33,5.02,1.0,Mains Gas                     ,Mains Gas                     ,78.1,NO,0.0,0.95,0.1,63.0,78.1,0.95,2.0,28.0,0.0,2.0,4.0,NO,Natural vent.,Timber or Steel Frame         ,No                            ,100.0,2.0,NO,0.0,0.0,1.0,1.0,1.0,YES,NO ,NO ,1.0,NO ,NO ,394.825,YES,NO ,NO ,YES,None                          ,None                          ,110.0,0.6,1.0,Factory Insulated             ,50.0,Boiler with uninsulated primar,,,,,,NO ,,NO ,,NO ,NO ,,585.497,175.0,3288.972,15165.216,1580.842,472.5,3617.869,16681.738,376.475,112.525,667.6610000000001,3078.539,129.75,2.42,0.0,0.0,0.0,0.15,Medium-high         ,129.75,,100.0,22199.884,1984.5839999999998,1000.615,12.9249%,402.871,643.395,2183.042,2701.6609999999996,0.0,0.0,Unknown,Jan 29 2011 12:00AM,1.0,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,,,,,,,,,,,,,2183.042,2960.0748
47,309188,Co. Cork,Detached house,Y1987.0,Existing       ,B2,124.49,248.4 sq. m,0.35,0.2,0.48,2.24,3.0,118.0,164.05,162.0,45.66,3.7,2.0,Heating Oil                   ,Heating Oil                   ,85.5,NO,0.0,0.95,0.1,72.0,85.5,0.95,8.0,1.0,1.0,1.0,3.0,NO,Natural vent.,Masonry                       ,No                            ,100.0,4.0,NO,0.0,0.0,1.0,1.0,1.0,YES,YES,NO ,0.0,NO ,NO ,585.886,YES,NO ,YES,NO ,None                          ,None                          ,300.0,0.6,0.9,Factory Insulated             ,35.0,Boiler with uninsulated primar,5.72,0.799,4.17,1074.0,1.0,YES,150.0,YES,75.0,NO ,NO ,,1681.358,230.0,4326.141,16796.666,4539.667,621.0,4758.755,18476.333,1081.113,147.89,1176.71,4568.693,162.0,2.48,86.4,2.41,0.0,0.15,Medium-high         ,73.2,Roof Type 3 - Under eaves betw,50.0,25138.932,2104.7670000000003,0.0,25.2657%,825.069,0.0,2525.72,0.0,1.0,0.0,Grant Support,Jan 10 2013 12:00AM,1.0,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,,,,,,,,,,,,,2525.72,3893.5269
48,176485,Dublin 3,Ground-floor apartment,Y1973.0,Existing       ,E1,320.0,49.0 sq. m,1.64,0.0,0.73,2.83,3.0,41.0,0.0,49.0,5.13,3.71,1.0,Mains Gas                     ,Mains Gas                     ,78.9,NO,0.0,0.95,0.0,0.0,78.9,0.95,1.0,1.0,0.0,0.0,0.0,NO,Natural vent.,Masonry                       ,No                            ,100.0,3.0,NO,0.0,0.0,2.0,1.0,1.0,NO ,NO ,NO ,1.0,NO ,NO ,216.64,YES,NO ,NO ,NO ,None                          ,None                          ,151.0,0.6,1.0,Factory Insulated             ,25.0,Boiler with uninsulated primar,,,,,,NO ,,NO ,,NO ,NO ,,442.225,175.0,3607.855,"""9129.608""",1194.008,472.5,3968.6409999999996,10042.569,284.351,112.525,732.395,1853.31,49.0,2.41,0.0,0.0,0.0,0.15,Medium-high         ,,,0.0,13354.688,0.0,0.0,55.102%,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Mar 24 2011 12:00AM,1.0,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,,,,,,,,,,,,,0.0,3247.0695
49,569206,Co. Sligo,Semi-detached house,Y1988.0,Existing       ,D2,269.05,43.15 sq. m,0.28,0.18,0.74,2.8,3.0,65.9,44.05,43.15,7.55,3.7,1.0,Heating Oil                   ,Heating Oil                   ,85.3,NO,0.0,0.95,0.1,65.0,85.3,0.95,15.0,1.0,0.0,1.0,2.0,NO,Natural vent.,Masonry                       ,No                            ,100.0,2.0,NO,0.0,0.0,2.0,1.0,1.0,NO ,NO ,NO ,0.0,NO ,NO ,202.18599999999998,YES,NO ,NO ,NO ,None                          ,None                          ,95.0,0.6,1.17,Factory Insulated             ,30.0,Boiler with uninsulated primar,,,,,,NO ,,NO ,,NO ,NO ,,348.539,230.0,3033.1420000000003,5360.649,941.055,621.0,3336.4559999999997,5896.714,224.111,147.89,825.015,1458.0970000000002,43.15,2.55,0.0,0.0,0.0,0.15,Medium              ,38.29,Main Attic                    ,21.0,9714.574,742.2439999999999,0.0,42.8273%,273.888,0.0,816.4680000000001,0.0,0.0,0.0,Social housing letting,Oct 13 2015 12:00AM,1.0,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,,,,,,,,,,,,,816.4680000000001,2729.8278
50,30411,Co. Leitrim,Semi-detached house,Y2005.0,Existing       ,C1,174.77,104.56 sq. m,0.37,0.2,0.34,2.0,2.75,99.27,52.28,52.28,11.03,4.49,2.0,Heating Oil                   ,Heating Oil                   ,85.5,NO,0.0,0.95,0.1,30.0,85.5,0.95,15.0,28.0,1.0,0.0,4.0,NO,Natural vent.,Masonry                       ,No                            ,100.0,3.0,NO,0.0,0.0,2.0,1.0,1.0,YES,YES,YES,0.0,NO ,NO ,343.405,YES,NO ,NO ,NO ,None                          ,None                          ,162.0,0.6,1.17,Factory Insulated             ,30.0,Boiler with uninsulated primar,,,,,,NO ,,NO ,,NO ,NO ,,792.669,230.0,4936.124,7046.5,2140.206,621.0,5429.736,7751.15,509.686,147.89,1342.626,1916.648,52.28,2.52,52.28,2.71,0.0,0.15,Medium-high         ,52.28,Roof over dwelling            ,32.0,15124.463,2119.17,0.0,17.0237%,781.9739999999999,0.0,2331.087,0.0,0.0,0.0,Unknown,May 13 2009 12:00AM,1.0,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,,,,,,,,,,,,,2331.087,4442.5116
51,293418,Co. Cork,Semi-detached house,Y2003.0,Existing       ,C1,173.77,117.1 sq. m,0.25,0.13,0.44,2.7,3.0,120.72,58.55,58.55,20.98,4.33,2.0,Mains Gas                     ,Mains Gas                     ,78.1,NO,0.0,1.0,0.1,30.0,78.1,1.0,8.0,1.0,1.0,0.0,2.0,NO,Natural vent.,Masonry                       ,No                            ,100.0,4.0,NO,0.0,0.0,2.0,1.0,1.0,YES,NO ,NO ,1.0,NO ,NO ,369.48900000000003,YES,NO ,NO ,NO ,None                          ,None                          ,95.0,0.6,0.9,Factory Insulated             ,20.0,Boiler with uninsulated primar,,,,,,NO ,,NO ,,NO ,NO ,,1056.828,175.0,4767.298,8137.398,2853.4359999999997,472.5,5244.028,8951.138,679.54,112.525,967.7610000000001,1651.892,58.55,2.48,58.55,2.64,0.0,0.15,Medium-high         ,58.55,Pitched roof insulated at ceil,0.0,16490.342,2353.8179999999998,0.0,14.3809%,922.697,0.0,2824.5820000000003,0.0,1.0,0.0,Grant Support,Nov  7 2012 12:00AM,1.0,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,,,,,,,,,,,,,2824.5820000000003,4290.5682
52,530119,Dublin 1,Top-floor apartment,Y1997.0,Existing       ,F ,397.01,29.68 sq. m,0.51,0.4,0.0,3.1,1.36,16.12,29.68,0.0,3.92,1.85,1.0,Electricity                   ,Electricity                   ,100.0,NO,0.0,1.0,0.2,100.0,100.0,1.0,28.0,1.0,0.0,0.0,0.0,YES,Natural vent.,Masonry                       ,No                            ,100.0,4.0,NO,0.0,0.0,3.0,1.0,0.0,NO ,NO ,NO ,0.0,NO ,NO ,168.21,YES,NO ,NO ,NO ,None                          ,None                          ,72.0,0.6,1.0,Loose Jacket                  ,0.0,Electric immersion heater     ,,,,,,NO ,,NO ,,NO ,NO ,,267.862,0.0,4121.402,-20.075,723.227,0.0,11127.785,-54.203,172.235,0.0,2650.0609999999997,-12.908,29.68,2.3,0.0,0.0,0.0,0.15,Medium              ,29.68,,0.0,4364.17,-5.019,0.0,51.2129%,-3.227,0.0,-13.550999999999998,0.0,0.0,0.0,Sale,May 21 2015 12:00AM,1.0,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,,,,,,,,,,,,,-13.550999999999998,3709.2618
53,80885,Co. Dublin,Detached house,Y2002.0,Existing       ,D1,229.41,66.2 sq. m,0.55,0.16,0.49,2.7,0.0,76.35,33.1,33.1,15.26,0.0,2.0,Mains Gas                     ,Mains Gas                     ,79.1,NO,0.0,1.0,0.1,30.0,79.1,1.0,8.0,1.0,1.0,1.0,3.0,NO,Natural vent.,Masonry                       ,No                            ,100.0,1.0,NO,0.0,0.0,2.0,1.0,1.0,YES,NO ,NO ,1.0,NO ,NO ,257.843,YES,NO ,NO ,NO ,None                          ,None                          ,109.0,0.6,0.9,Factory Insulated             ,25.0,Boiler with insulated primary ,,,,,,NO ,,NO ,,NO ,NO ,,597.455,175.0,3450.0040000000004,6409.637,1613.129,472.5,3795.0040000000004,7050.601,384.164,112.525,700.3510000000001,1301.156,33.1,2.47,33.1,2.7,0.0,0.15,Medium              ,33.1,Main Roof Structure           ,0.0,12509.882,1877.786,0.0,23.3535%,736.092,0.0,2253.343,0.0,0.0,0.0,Unknown,Jan 26 2010 12:00AM,1.0,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,,,,,,,,,,,,,2253.343,3105.0036
54,372211,Dublin 5,Top-floor apartment,Y1986.0,Existing       ,C1,151.45,26.94 sq. m,0.33,0.13,0.0,2.0,3.0,13.39,26.94,0.0,3.32,2.56,1.0,Mains Gas                     ,Mains Gas                     ,91.1,NO,0.0,1.0,0.0,0.0,91.1,1.0,1.0,1.0,0.0,0.0,0.0,NO,Natural vent.,Masonry                       ,No                            ,100.0,4.0,NO,0.0,0.0,3.0,1.0,1.0,YES,NO ,NO ,1.0,NO ,NO ,161.149,YES,NO ,NO ,NO ,None                          ,None                          ,60.0,0.6,0.9,Factory Insulated             ,30.0,Boiler with insulated primary ,,,,,,NO ,,NO ,,NO ,NO ,,121.56700000000001,175.0,2123.303,858.238,328.231,472.5,2335.633,944.062,78.168,112.525,431.031,174.222,26.94,2.4,0.0,0.0,0.0,0.15,High                ,26.94,,100.0,3278.1079999999997,0.0,0.0,78.3593%,0.0,0.0,0.0,0.0,0.0,0.0,Social housing letting,Oct  2 2013 12:00AM,1.0,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,,,,,,,,,,,,,0.0,1910.9727
55,137042,Co. Wicklow,Semi-detached house,Y1998.0,Existing       ,C1,164.35,123.26 sq. m,0.49,0.3,0.41,2.8,3.0,83.64,86.08,78.62,15.05,4.17,2.0,Mains Gas                     ,Mains Gas                     ,90.2,NO,0.0,1.0,0.1,30.0,90.2,1.0,15.0,1.0,1.0,0.0,6.0,NO,Natural vent.,Masonry                       ,No                            ,100.0,3.0,NO,0.0,0.0,3.0,1.0,1.0,YES,NO ,NO ,1.0,NO ,NO ,381.949,YES,NO ,NO ,NO ,None                          ,None                          ,150.0,0.6,0.9,Loose Jacket                  ,50.0,Boiler with uninsulated primar,,,,,,NO ,,NO ,,NO ,NO ,,1028.99,175.0,4386.174,"""8297.068""",2778.2729999999997,472.5,4824.791,9126.775,661.6410000000001,112.525,890.393,1684.305,78.62,2.47,44.64,2.28,0.0,0.15,Medium              ,41.42,Eves of house. No access      ,15.0,16659.067,2771.835,0.0,13.8082%,1022.807,0.0,,0.0,1.0,0.0,Unknown,Nov 23 2010 12:00AM,1.0,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,,,,,,,,,,,,,,3947.5566
56,84622,Co. Mayo,House,Y2002.0,Existing       ,D1,258.88,118.52 sq. m,0.55,0.4,0.41,2.7,3.01,99.42,118.52,118.52,15.94,4.71,1.0,Heating Oil                   ,Heating Oil                   ,85.5,NO,0.0,0.95,0.1,30.0,85.5,0.95,15.0,1.0,1.0,0.0,0.0,NO,Natural vent.,Masonry                       ,No                            ,100.0,2.0,NO,0.0,0.6,1.0,1.0,1.0,NO ,NO ,YES,0.0,NO ,NO ,372.31300000000005,YES,NO ,NO ,NO ,None                          ,None                          ,120.0,0.6,1.3,Loose Jacket                  ,25.0,Boiler with uninsulated primar,,,,,,NO ,,NO ,,NO ,NO ,,1069.643,230.0,6158.312,14256.014,2888.0359999999996,621.0,6774.143,15681.615,687.78,147.89,1675.0610000000001,3877.636,118.52,2.46,0.0,0.0,0.0,0.15,Medium              ,118.52,,0.0,26001.333,4287.3640000000005,0.0,15.0101%,1582.037,0.0,4716.1,0.0,0.0,0.0,Unknown,Feb 19 2010 12:00AM,1.0,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,,,,,,,,,,,,,4716.1,5542.4808
57,499847,Co. Longford,Detached house,Y2005.0,Existing       ,C2,190.91,152.8 sq. m,0.37,0.25,0.37,2.0,3.0,166.53,93.8,93.8,24.3,3.7,2.0,Bulk LPG (propane or butane)  ,Bulk LPG (propane or butane)  ,78.0,NO,1.0,0.95,0.1,60.0,78.0,0.95,5.0,28.0,1.0,0.0,2.0,NO,Natural vent.,Timber or Steel Frame         ,No                            ,100.0,1.0,NO,0.0,0.6,1.0,1.0,1.0,NO ,NO ,NO ,1.0,NO ,NO ,438.52,YES,NO ,NO ,YES,None                          ,None                          ,120.0,0.6,1.3,Factory Insulated             ,30.0,Boiler with uninsulated primar,,,,,,NO ,,NO ,,NO ,NO ,,1379.02,175.0,4198.5470000000005,13838.065,3723.3540000000003,472.5,4618.402,15221.872,886.71,112.525,974.063,3210.4309999999996,93.8,2.4,59.0,2.65,0.0,0.15,Medium-low          ,93.8,,0.0,22619.266,1898.89,1129.744,13.5471%,516.498,726.425,2088.779,3050.309,0.0,0.0,Sale,Nov 22 2014 12:00AM,1.0,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,,,,,,,,,,,,,2088.779,3778.6923
58,593894,Co. Roscommon,Detached house,Y2006.0,Existing       ,B3,126.96,252.95 sq. m,0.27,0.22,0.32,2.06,3.0,217.38,184.0,168.72,39.08,1.99,2.0,Heating Oil                   ,Heating Oil                   ,85.7,NO,0.0,0.95,0.1,60.0,85.7,0.95,15.0,1.0,0.0,1.0,3.0,NO,Natural vent.,Masonry                       ,No                            ,100.0,1.0,NO,0.0,-0.15,3.0,1.0,1.0,NO ,NO ,NO ,0.0,NO ,NO ,591.535,YES,NO ,NO ,NO ,None                          ,None                          ,114.0,0.6,0.9,Factory Insulated             ,40.0,Boiler with uninsulated primar,,,,,,NO ,,NO ,,NO ,NO ,,1266.995,230.0,6145.755999999999,16843.447,3420.887,621.0,6760.331999999999,18527.792,814.678,147.89,1671.646,4581.418,172.01,2.88,0.0,0.0,0.0,0.15,Medium              ,57.98,Lower horizontal behind knee w,89.0,27025.192000000003,2538.994,0.0,25.6217%,936.8889999999999,0.0,2792.893,0.0,1.0,80.94,Grant Support,Jan 22 2016 12:00AM,1.0,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,,,,,,,,,,,,,2792.893,5531.1804
59,248469,Co. Kilkenny,Semi-detached house,Y1989.0,Existing       ,C3,210.1,73.1 sq. m,0.3,0.15,0.64,1.7,3.38,79.72,37.72,37.72,11.88,3.69,2.0,Mains Gas                     ,Mains Gas                     ,79.1,NO,0.0,0.95,0.1,55.0,79.1,0.95,15.0,1.0,0.0,1.0,0.0,NO,Natural vent.,Masonry                       ,No                            ,100.0,2.0,NO,0.0,0.6,1.0,1.0,1.0,NO ,NO ,YES,1.0,NO ,NO ,273.875,YES,NO ,NO ,NO ,None                          ,None                          ,113.0,0.6,1.17,Loose Jacket                  ,90.0,Boiler with uninsulated primar,,,,,,NO ,,NO ,,NO ,NO ,,425.524,175.0,4718.659000000001,6747.028,1148.915,472.5,5190.525,7421.731,273.612,112.525,957.888,1369.6470000000002,37.72,2.5,35.38,2.7,0.0,0.15,Medium              ,35.38,[1] 1st floor attic area - ins,71.0,13089.851,1023.64,0.0,18.0575%,377.723,0.0,,0.0,1.0,0.0,Unknown,Feb 14 2012 12:00AM,1.0,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,,,,,,,,,,,,,,4246.7931
60,441326,Co. Cork,Detached house,Y2006.0,Existing       ,B3,149.9,118.59 sq. m,0.37,0.22,0.37,2.7,3.0,151.25,71.56,67.13,14.99,2.28,2.0,Mains Gas                     ,Mains Gas                     ,90.6,NO,0.0,1.0,0.1,90.0,90.6,1.0,2.0,28.0,0.0,0.0,5.0,NO,Natural vent.,Timber or Steel Frame         ,No                            ,100.0,2.0,NO,0.0,0.0,3.0,1.0,1.0,YES,NO ,NO ,1.0,NO ,NO ,372.47900000000004,YES,NO ,NO ,NO ,None                          ,None                          ,130.0,0.6,0.9,Factory Insulated             ,50.0,Boiler with uninsulated primar,,,,,,NO ,,NO ,,NO ,NO ,,936.49,175.0,3855.625,8612.894,2528.5229999999997,472.5,4241.188,9474.183,602.163,112.525,782.692,1748.4170000000001,67.13,2.72,51.46,2.72,0.0,0.15,Medium-low          ,36.41,,25.0,14543.377,963.368,0.0,33.3586%,195.56400000000002,0.0,1059.705,0.0,0.0,0.0,Sale,Jun 25 2014 12:00AM,1.0,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,,,,,,,,,,,,,1059.705,3470.0625
61,62930,Co. Dublin,End of terrace house,Y1981.0,Existing       ,E2,369.5,93.0 sq. m,1.1,0.68,0.57,3.07,3.45,84.55,46.5,46.5,11.25,3.7,2.0,Mains Gas                     ,Mains Gas                     ,65.0,NO,0.0,0.95,0.1,30.0,65.0,0.95,15.0,28.0,1.0,0.0,1.0,NO,Natural vent.,Masonry                       ,No                            ,89.0,1.0,NO,0.0,0.6,1.0,1.0,1.0,NO ,NO ,NO ,1.0,NO ,NO ,318.567,YES,NO ,NO ,YES,None                          ,None                          ,113.0,0.6,1.3,Loose Jacket                  ,15.0,Boiler with uninsulated primar,,,,,,NO ,,NO ,,NO ,NO ,,839.325,175.0,5581.106,16263.875,2266.178,472.5,6139.217,17890.263,539.686,112.525,1132.965,3301.567,46.5,2.4,46.5,2.65,0.0,0.15,Medium              ,46.5,Original pitched roof         ,0.0,27876.772999999997,3722.62,1294.847,19.3548%,1373.6470000000002,832.587,4094.882,3496.087,0.0,0.0,Unknown,Oct 12 2009 12:00AM,1.0,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,,,,,,,,,,,,,4094.882,5022.9954
62,254776,Co. Mayo,Detached house,Y1990.0,Existing       ,B3,147.4,182.24 sq. m,0.31,0.18,0.54,3.47,2.61,189.05,108.98,104.38,22.85,5.03,2.0,Heating Oil                   ,Heating Oil                   ,85.0,NO,0.0,0.95,0.1,55.0,85.0,0.95,15.0,1.0,1.0,0.0,1.0,NO,Natural vent.,Masonry                       ,No                            ,100.0,2.0,NO,0.0,0.0,2.0,1.0,1.0,NO ,NO ,NO ,0.0,NO ,NO ,489.691,YES,YES,YES,NO ,None                          ,None                          ,210.0,0.6,1.3,Loose Jacket                  ,50.0,Boiler with uninsulated primar,6.96,0.78,3.7960000000000003,886.0,1.0,NO ,105.0,YES,75.0,NO ,NO ,,1299.326,230.0,3527.688,14736.221000000001,3508.18,621.0,3880.4570000000003,16209.843,835.467,147.89,959.5310000000001,4008.252,104.38,2.46,61.97,2.49,0.0,0.15,Medium              ,85.69,,42.0,22198.662999999997,2405.428,0.0,8.95522%,887.6030000000001,0.0,,0.0,1.0,15.89,Unknown,Mar  6 2012 12:00AM,1.0,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,,,,,,,,,,,,,,3174.9192
63,182062,Co. Dublin,Detached house,Y1984.0,Existing       ,C2,182.69,209.53 sq. m,0.59,0.48,0.48,2.94,3.1,124.37,216.59,160.78,37.83,1.85,2.0,Mains Gas                     ,Mains Gas                     ,90.2,NO,0.0,1.0,0.1,30.0,90.2,1.0,15.0,1.0,1.0,0.0,7.0,NO,Natural vent.,Masonry                       ,No                            ,80.0,1.0,NO,0.0,0.0,2.0,1.0,1.0,YES,NO ,NO ,1.0,NO ,NO ,532.555,YES,NO ,YES,NO ,None                          ,None                          ,250.0,0.6,0.9,Factory Insulated             ,50.0,Boiler with uninsulated primar,7.76,0.75,3.77,837.0,1.0,YES,162.5,YES,75.0,NO ,NO ,,1768.0929999999998,175.0,2044.755,20966.006,4773.851,472.5,2249.231,23062.607000000004,1136.884,112.525,415.085,4256.099,160.78,2.57,0.0,0.0,0.0,0.15,Medium              ,104.57,Room in Roof                  ,13.0,31958.053,7004.1990000000005,0.0,10.6524%,2584.549,0.0,7704.619000000001,0.0,0.0,48.75,Unknown,May 11 2011 12:00AM,1.0,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,,,,,,,,,,,,,7704.619000000001,1840.2795
64,540537,Co. Offaly,Semi-detached house,Y2003.0,Existing       ,D1,237.37,122.9 sq. m,0.55,0.4,0.41,3.23,3.0,103.1,65.3,65.3,16.6,3.81,2.0,Mains Gas                     ,Mains Gas                     ,79.6,NO,0.0,0.95,0.1,20.0,79.6,0.95,2.0,28.0,1.0,0.0,9.0,NO,Natural vent.,Timber or Steel Frame         ,No                            ,100.0,4.0,NO,0.0,0.6,1.0,1.0,1.0,NO ,NO ,NO ,1.0,NO ,NO ,381.202,YES,NO ,NO ,YES,None                          ,None                          ,95.0,0.6,1.3,Factory Insulated             ,30.0,Boiler with uninsulated primar,,,,,,NO ,,NO ,,NO ,NO ,,709.87,175.0,3775.591,12750.023000000001,1916.649,472.5,4153.15,,456.44599999999997,112.525,766.445,2588.255,65.3,2.4,57.6,2.7,0.0,0.15,Medium-low          ,57.6,Main                          ,72.0,23769.137000000002,5355.009,1003.6439999999999,17.4125%,1087.067,645.3430000000001,,2709.8390000000004,0.0,0.0,Private Letting,Jun 26 2015 12:00AM,1.0,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,,,,,,,,,,,,,,3398.0319
65,297603,Co. Tipperary,Detached house,Y2006.0,Existing       ,C2,189.97,116.67 sq. m,0.37,0.13,0.34,2.7,3.0,85.54,116.67,116.67,18.4,4.82,1.0,Heating Oil                   ,Heating Oil                   ,85.7,NO,0.0,0.95,0.1,30.0,85.7,0.95,15.0,28.0,1.0,0.0,2.0,NO,Natural vent.,Masonry                       ,No                            ,100.0,1.0,NO,0.0,0.0,2.0,1.0,1.0,NO ,NO ,NO ,0.0,NO ,NO ,368.575,YES,NO ,NO ,YES,None                          ,None                          ,120.0,0.6,1.3,Factory Insulated             ,50.0,Boiler with uninsulated primar,,,,,,NO ,,NO ,,NO ,NO ,,526.4730000000001,230.0,3355.282,9697.864,1421.477,621.0,3690.81,10667.65,338.522,147.89,912.637,2637.8190000000004,116.67,2.4,0.0,0.0,0.0,0.15,Medium              ,116.67,,100.0,17676.21,2923.7259999999997,942.865,12.6682%,1078.855,606.262,3216.099,2545.736,0.0,0.0,Sale,Nov 22 2012 12:00AM,1.0,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,,,,,,,,,,,,,3216.099,3019.7538
66,537499,Co. Carlow,Detached house,Y2003.0,Existing       ,C1,159.29,333.09 sq. m,0.55,0.36,0.36,2.7,0.0,222.66,218.14,183.58,71.37,0.0,2.0,Heating Oil                   ,Heating Oil                   ,92.6,NO,0.0,1.0,0.1,30.0,92.6,1.0,15.0,28.0,3.0,0.0,12.0,NO,Natural vent.,Masonry                       ,No                            ,100.0,0.0,NO,0.0,0.0,3.0,1.0,1.0,YES,NO ,NO ,0.0,NO ,NO ,670.95,YES,NO ,NO ,YES,None                          ,None                          ,310.0,0.6,0.9,Factory Insulated             ,35.0,Boiler with uninsulated primar,,,,,,NO ,,NO ,,NO ,NO ,,2480.063,230.0,4401.307,24381.208,6696.17,621.0,4841.438,,1594.681,147.89,1197.156,6631.689,183.58,3.15,134.7,2.54,0.0,0.15,Medium              ,168.77,Main Roof Area no accesss     ,35.0,41660.519,8361.851,1806.09,8.12993%,3085.5229999999997,1161.316,9198.036,4876.443,0.0,14.81,Sale,Jun 16 2015 12:00AM,1.0,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,,,,,,,,,,,,,9198.036,3961.1763
