BuildingID,Year,EnergyRatingCat,EnergyRatingCont,GroundFloorArea,AvgWallU,AvgRoofU,AvgFloorU,AvgWindowU,AvgDoorU,ExposedWallArea,ExposedRoofArea,TotFloorArea,TotWindowArea,TotDoorArea,NStoreys,MainSHFuel,MainWHFuel,MainSHEfficiency,BuildingReg,MainSHAdj,SecSHFrac,SecSHEfficiency,MainWHEfficiency,MainWHAdj,SecSHFuel,SecWHFuel,NChimneys,NOpenFlues,NFansVents,PercDraughtStripped,NShelteredSides,PermTestResult,TempAdj,ControlCat,ResponseCat,NCHPumps,NGasFans,DistLoss,VolWaterStorage,TempFac,TempFacMult,HWInsulationThickness,LightingEnergy,PumpsAndFansEnergy,MainWaterEnergy,PrimaryLightingEnergy,PrimaryPumpsFansEnergy,PrimaryMainWaterEnergy,PrimaryMainSpaceEnergy,LightingCO2,PumpsAndFansCO2,MainWaterCO2,MainSpaceCO2,AreaGroundFloor,HeightGroundFloor,AreaFirstFloor,HeightFirstFloor,AreaSecondFloor,BridgingFac,LargestRoofTypeArea,PercLowEnergy,TotEnergy,SecSpaceEnergy,SecWaterEnergy,SecSpaceCO2,SecWaterCO2,SecSpacePrimaryEnergy,SecWaterPrimaryEnergy,UpgradeHES,RoofAreaRoom,FirstEnerType,ProdFirstEnerDelivered,ProdFirstEnerConvFac,ProdSecondEnerDelivered,ProdSecondEnerConvFac,ProdThirdEnerDelivered,ProdThirdEnerConvFac,PrimaryEnergySecondarySpace,EnergyMainWater,MainSHFuel_cat,MainWHFuel_cat
634938,1900,G ,747.86,80.0,1.94,0.4,0.69,2.8,3.0,89.94,80.0,80.0,13.34,3.74,1.0,Solid Multi-Fuel,Solid Multi-Fuel,45.0,0.0,1.0,0.1,30.0,45.0,1.0,15.0,28.0,1.0,1.0,0.0,92.0,1.0,0.0,0.6,1.0,3.0,1.0,0.0,289.659,95.0,0.6,1.3,25.0,631.75,130.0,5659.353,1705.725,351.0,6225.2880000000005,42206.289000000004,406.215,83.59,2088.301,14158.292,80.0,2.58,33.80961792358471,1.683574714942973,1.7228485697139417,0.15,47.0,25.0,52037.098,6394.892,851.7489999999999,2359.715,547.675,7034.380999999999,2299.722,0.0,2.9822824564912986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7034.380999999999,5093.4177,9,10
300824,1980,E1,329.39,160.7,1.09,0.49,0.64,4.8,3.0,167.32,84.87,84.87,30.6,3.68,2.0,Heating Oil,Heating Oil,65.0,0.0,0.95,0.1,65.0,65.0,0.95,15.0,28.0,1.0,1.0,0.0,6.0,2.0,0.0,0.6,1.0,1.0,2.0,0.0,452.725,353.0,0.6,1.3,40.0,1348.795,360.0,4532.1,3641.7470000000003,972.0,4985.31,37596.552,867.275,231.48,1232.731,9296.601999999999,84.87,2.45,75.83,2.84,1.7228485697139417,0.15,84.87,14.0,44685.685,3610.671,655.435,1332.338,421.445,3971.738,1769.675,1.0,2.9822824564912986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3971.738,4078.89,3,4
449623,2001,D1,242.38,69.68,0.29,0.13,0.44,2.8,3.0,72.35,34.84,34.84,16.33,1.85,2.0,Heating Oil,Heating Oil,85.7,0.0,0.95,0.1,30.0,85.7,0.95,15.0,28.0,1.0,0.0,2.0,100.0,2.0,0.0,0.6,1.0,1.0,1.0,0.0,265.98400000000004,150.0,0.6,1.3,30.0,314.431,230.0,3286.202,848.9639999999999,621.0,3614.822,7170.766,202.179,147.89,893.847,1773.135,34.84,2.42,34.84,2.64,1.7228485697139417,0.15,34.84,100.0,13229.996000000001,1965.3210000000001,915.164,725.203,588.45,2161.853,2470.9429999999998,1.0,2.9822824564912986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2161.853,2957.5818,3,4
379988,1990,C1,171.26,159.39,0.58,0.45,0.42,3.27,3.0,68.61,57.72,76.64,11.61,3.7,3.0,Mains Gas,Mains Gas,78.1,0.0,1.0,0.1,30.0,78.1,1.0,8.0,1.0,2.0,0.0,7.0,92.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,450.399,117.0,0.6,1.0,30.0,1337.8,175.0,5265.891,3612.06,472.5,5792.48,13238.493,860.205,112.525,1068.976,2443.104,54.39,2.44,56.51,2.67,48.49,0.15,27.92,14.0,22294.917999999998,3481.2329999999997,0.0,1364.6429999999998,0.0,4177.48,0.0,0.0,2.9822824564912986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4177.48,4739.3019,5,6
68299,2003,C2,191.7,99.29,0.6678816751606395,0.13,0.44,2.8,3.0,93.06,52.12,52.12,15.51,3.45,2.0,Mains Gas,Mains Gas,79.9,0.0,0.95,0.1,30.0,79.9,0.95,15.0,1.0,1.0,0.0,2.0,100.0,2.0,0.0,0.6,1.0,1.0,1.0,1.0,332.191,119.0,0.6,1.3,20.0,492.851,175.0,4577.569,1330.6979999999999,472.5,5035.326,9519.452,316.903,112.525,929.247,1756.7720000000002,52.12,2.53,47.17,2.68,1.7228485697139417,0.15,52.12,90.0,16332.216,2432.749,0.0,897.684,0.0,2676.0240000000003,0.0,1.0,2.9822824564912986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2676.0240000000003,4119.8121,5,6
597104,1950,F ,394.69,208.69,0.6678816751606395,0.72,0.51,3.33,3.0,157.85,181.68,181.68,38.84,4.56,2.0,Heating Oil,Heating Oil,65.0,0.0,0.95,0.1,30.0,65.0,0.95,8.0,1.0,2.0,1.0,3.0,80.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,531.309,106.0,0.6,1.3,20.0,1497.325,230.0,9817.104,4042.778,621.0,10798.813999999998,53535.633,962.78,147.89,2670.252,13237.902,181.6,2.61,27.09,2.41,1.7228485697139417,0.15,77.81,41.0,71352.924,11139.738000000001,0.0,4366.777,0.0,13367.686000000002,0.0,0.0,2.9822824564912986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13367.686000000002,8835.3936,3,4
163298,2005,C2,175.42,40.37,0.6678816751606395,0.25,0.4497739547909615,2.7,3.0,25.36,40.37,65.73496099219847,5.33,1.85,1.0,Mains Gas,Mains Gas,78.1,0.0,0.95,0.0,0.0,78.1,0.95,1.0,1.0,0.0,0.0,1.0,100.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,195.291,68.0,0.6,0.9,25.0,255.037,175.0,3452.9829999999997,688.6,472.5,3798.281,2123.01,163.989,112.525,700.956,391.792,40.37,2.42,33.80961792358471,1.683574714942973,1.7228485697139417,0.15,40.37,60.0,5813.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9822824564912986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3107.6847,5,6
27910,1987,F ,404.62,74.58,0.57,0.36725945189039244,0.48,2.7,1.31,74.71,69.3419703940788,74.58,7.39,1.8,1.0,Electricity,Electricity,100.0,0.0,1.0,0.1,30.0,100.0,1.0,15.0,1.0,1.0,0.0,2.0,83.0,1.0,0.0,0.3,3.0,4.0,0.0,0.0,277.281,80.0,0.6,1.0,40.0,592.314,0.0,2298.542,1599.2479999999998,0.0,6206.063,19435.872,380.858,0.0,1477.963,4628.617,74.58,2.63,33.80961792358471,1.683574714942973,1.7228485697139417,0.15,62.99894667559103,24.0,12755.427,2666.1,0.0,983.791,0.0,2932.71,0.0,0.0,2.9822824564912986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2932.71,2068.6878,2,3
217600,1965,G ,607.69,109.0,1.76,0.33,0.73,4.8,2.4825145029005777,114.4,109.0,109.0,21.49,2.8088257651531006,1.0,Electricity,Electricity,100.0,0.0,1.0,0.1,30.0,100.0,1.0,15.0,1.0,4.0,0.0,0.0,50.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,352.709,98.0,0.6,1.3,36.02690780767571,983.725,0.0,5351.392,2656.058,0.0,14448.758,42686.503,632.535,0.0,3440.945,10165.712,105.0,2.7,4.0,2.45,1.7228485697139417,0.15,105.0,0.0,28000.42,5855.486999999999,0.0,2160.675,0.0,6441.036,0.0,0.0,2.9822824564912986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6441.036,4816.2528,2,3
633383,2000,C1,167.52,88.71,0.3,0.13,0.36,3.1,3.0,49.93,45.02,43.69,10.03,2.21,2.0,Heating Oil,Heating Oil,85.0,0.0,0.95,0.1,60.0,85.0,0.95,15.0,28.0,0.0,1.0,3.0,100.0,2.0,0.0,0.45,1.0,1.0,1.0,0.0,309.097,95.0,0.6,1.3,40.0,548.4159999999999,230.0,3468.772,1480.723,621.0,3815.6490000000003,5486.976,352.631,147.89,943.5060000000001,1356.78,43.69,2.66,45.02,2.72,1.7228485697139417,0.15,45.02,63.0,10958.739,746.377,977.0139999999999,275.413,628.22,821.015,2637.938,1.0,2.9822824564912986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,821.015,3121.8948,3,4
590274,1999,B3,145.17,82.98,0.3,0.13,0.41,2.21,2.85,80.85,41.49,41.49,12.85,1.85,2.0,Mains Gas,Mains Gas,90.3,0.0,1.0,0.1,30.0,90.3,1.0,15.0,1.0,1.0,0.0,3.0,100.0,3.0,0.0,0.0,3.0,1.0,1.0,1.0,296.30400000000003,96.0,0.6,0.9,45.0,674.005,175.0,3361.42,1819.8139999999999,472.5,3697.562,4538.504,433.385,112.525,682.368,837.56,41.49,2.42,41.49,2.79,1.7228485697139417,0.15,41.49,20.0,9716.226999999999,1379.889,0.0,509.17900000000003,0.0,1517.878,0.0,1.0,2.9822824564912986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1517.878,3025.278,5,6
459725,1980,E2,343.61,163.2,0.6678816751606395,0.61,0.64,4.8,4.69,175.19,98.5,96.5,22.91,8.65,2.0,Heating Oil,Heating Oil,85.59177863812343,0.0,0.95,0.1,55.0,85.3,0.95,15.0,28.0,2.0,0.0,3.0,94.0,2.0,0.0,0.6,1.0,1.0,1.0,0.0,457.211,126.55955006616674,0.5962461402734408,1.1023797970887066,36.02690780767534,1472.88,230.0,34732985.264,3976.776,621.0,38206283.79,-64964746.618,947.062,147.89,9447371.992,-16064010.072999999,96.5,2.59,66.7,2.79,1.7228485697139417,0.15,61.86,0.0,-20125858.737,-9664177.183,13862490.864,-3566081.381,8913581.626,-10630594.901,37428725.333000004,0.0,2.9822824564912986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-10630594.901,31259686.7376,3,4
425022,1974,D1,244.83,67.22,0.55,0.13,0.84,2.8,2.4825145029005777,73.7,37.27,37.28,12.36,2.8088257651531006,2.0,Mains Gas,Mains Gas,78.0,0.0,0.95,0.1,30.0,78.0,0.95,8.0,28.0,1.0,0.0,0.0,100.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,260.252,90.0,0.6,1.3,30.0,303.33,175.0,3123.966,818.9910000000001,472.5,3436.363,-3410476.77601325,195.041,112.525,634.165,1383.09,29.94,2.44,37.28,2.69,1.7228485697139417,0.15,37.27,100.0,13022.957,1869.858,737.554,732.9839999999999,474.24699999999996,2243.83,1991.396,0.0,2.9822824564912986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2243.83,2811.5694,5,6
659767,1954,D2,283.37,110.68166110740476,1.25,0.37,0.7,4.63,3.0,126.57,77.99,58.63,15.51,1.85,2.0,Heating Oil,Heating Oil,85.7,0.0,0.95,0.1,30.0,85.7,0.95,15.0,28.0,1.0,0.0,0.0,93.0,4.0,0.0,0.6,1.0,1.0,1.0,0.0,370.154,84.0,0.6,1.3,30.0,1059.7160000000001,230.0,5143.6359999999995,2861.2329999999997,621.0,5658.0,18541.398999999998,681.3969999999999,147.89,1399.069,4584.782,58.71,2.46,58.71,1.84,1.7228485697139417,0.15,60.83,0.0,28370.886000000002,5081.717000000001,0.0,1875.154,0.0,5589.889,0.0,0.0,2.9822824564912986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5589.889,4629.2724,3,4
435106,2004,C3,214.47,113.1,0.55,0.27,0.41,2.71,3.0,106.2,60.0,60.0,12.44,3.7,2.0,Heating Oil,Heating Oil,85.0,0.0,0.95,0.1,30.0,85.0,0.95,15.0,28.0,1.0,0.0,2.0,100.0,2.0,0.0,0.6,1.0,1.0,1.0,0.0,361.265,98.0,0.6,1.3,50.0,561.4,230.0,3674.367,1515.78,621.0,4041.804,11713.165,360.98,147.89,999.428,2896.3459999999995,60.0,2.45,53.1,2.77,1.7228485697139417,0.15,53.0,90.0,19359.494,3186.612,1058.7830000000001,1175.86,680.797,3505.2729999999997,2858.7140000000004,0.0,2.9822824564912986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3505.2729999999997,3306.9303,3,4
470158,1986,C2,190.27,83.34,0.35,0.13,0.48,2.7,1.96,35.43,41.67,41.67,13.04,3.79,2.0,Mains Gas,Mains Gas,78.9,0.0,0.95,0.1,30.0,78.9,0.95,8.0,1.0,0.0,1.0,3.0,100.0,3.0,0.0,0.6,1.0,1.0,1.0,1.0,297.135,96.0,0.6,1.3,30.0,703.2539999999999,175.0,4937.496,1898.786,472.5,5431.246,6181.415,452.19199999999995,112.525,1002.312,1140.752,41.67,2.37,41.67,2.62,1.7228485697139417,0.15,41.67,13.0,12996.181,1560.963,0.0,611.8969999999999,0.0,1873.156,0.0,0.0,2.9822824564912986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1873.156,4443.7464,5,6
361024,1998,B2,111.43,110.68166110740476,0.21,0.23,0.41,1.51,3.0,200.41,154.7,130.0,40.45,3.7,3.0,Bulk LPG (propane or butane),Bulk LPG (propane or butane),90.1,0.0,1.0,0.1,60.0,90.1,1.0,8.0,1.0,0.0,2.0,7.0,100.0,2.0,0.0,-0.15,3.0,1.0,4.0,1.0,588.96,300.0,0.6,0.9,50.0,1414.894,565.0,5645.281999999999,3820.2140000000004,1525.5,6209.81,13868.45,909.7769999999999,363.295,1309.705,2924.982,130.0,2.51,90.34,2.72,30.5,0.15,69.98,75.0,22336.472999999998,2103.615,0.0,824.617,0.0,2524.3379999999997,0.0,1.0,2.9822824564912986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2524.3379999999997,5080.7538,1,2
394252,1992,D1,244.02,88.57,0.6,0.17,0.64,3.4,3.07,86.44,47.06,47.06,12.26,3.69,2.0,Heating Oil,Heating Oil,85.3,0.0,0.95,0.1,55.0,85.3,0.95,8.0,28.0,1.0,0.0,1.0,97.0,1.0,0.0,0.6,1.0,1.0,1.0,0.0,308.765,72.0,0.6,1.3,25.0,799.3439999999999,230.0,3785.462,2158.229,621.0,4164.008,9911.245,513.9780000000001,147.89,1029.646,2450.781,47.06,2.4,41.51,2.71,1.7228485697139417,0.15,41.51,0.0,16407.712,1474.4,1108.2830000000001,577.965,712.6260000000001,1769.28,2992.364,0.0,2.9822824564912986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1769.28,3406.9158,3,4
191876,1932,C3,215.73,110.68166110740476,0.88,0.54,0.73,3.07,2.4825145029005777,127.69,64.94,65.04,16.34,2.8088257651531006,2.0,Mains Gas,Mains Gas,90.2,0.0,1.0,0.1,30.0,90.2,1.0,15.0,28.0,2.0,0.0,2.0,100.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,374.473,200.0,0.6,0.9,50.0,663.547,175.0,3610.297,1791.5770000000002,472.5,3971.327,14650.466999999999,426.661,112.525,732.89,2703.677,65.04,2.62,54.51,2.69,1.7228485697139417,0.15,54.51,77.0,22216.851000000002,4449.401,0.0,1641.829,0.0,4894.340999999999,0.0,1.0,2.9822824564912986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4894.340999999999,3249.2673,5,6
97620,2006,C3,223.94,43.46,0.31,0.36725945189039244,0.37,2.6,1.36,35.62,69.3419703940788,43.47,5.25,1.85,1.0,Mains Gas,Mains Gas,85.59177863812343,0.0,0.95,0.0,0.0,78.1,0.95,1.0,1.0,0.0,0.0,6.0,100.0,4.0,0.0,0.6,1.0,1.0,1.0,1.0,202.93400000000003,110.0,0.6,1.17,30.0,392.226,175.0,4141.642,1059.01,472.5,4555.806,3646.295,252.201,112.525,840.753,672.9069999999999,43.46,2.39,33.80961792358471,1.683574714942973,1.7228485697139417,0.15,62.99894667559103,0.0,8023.682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9822824564912986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3727.4778,5,6
639027,1968,D2,287.41,133.38,1.35,2.0,0.53,2.35,2.4825145029005777,52.63,108.76,60.88,20.7,2.8088257651531006,3.0,Mains Gas,Mains Gas,77.2,0.0,0.95,0.1,30.0,77.2,0.95,8.0,1.0,1.0,0.0,2.0,89.0,4.0,0.0,0.0,2.0,1.0,1.0,1.0,401.88599999999997,101.0,0.6,1.3,30.0,1035.229,175.0,5998.420999999999,2795.118,472.5,6598.263000000001,21959.135,665.6519999999999,112.525,1217.6789999999999,4052.4590000000003,60.88,2.4,44.08,2.65,1.7228485697139417,0.15,76.301,28.0,32591.043999999998,5419.544,0.0,2124.4610000000002,0.0,6503.453,0.0,0.0,28.42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6503.453,5398.5789,5,6
598731,2005,C1,171.42,122.66,0.37,0.13,0.34,2.29,3.0,105.1,61.33,61.33,19.29,3.31,2.0,Mains Gas,Mains Gas,80.1,0.0,0.95,0.1,30.0,80.1,0.95,15.0,28.0,1.0,0.0,7.0,100.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,380.70300000000003,119.0,0.6,1.3,30.0,929.885,175.0,5595.666,2510.69,472.5,6155.233,9271.748,597.9159999999999,112.525,1135.92,1711.059,61.33,2.46,61.33,2.71,1.7228485697139417,0.15,61.33,32.0,17505.103,2375.69,0.0,876.63,0.0,2613.259,0.0,0.0,2.9822824564912986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2613.259,5036.0994,5,6
458325,1995,C1,171.88,128.28,0.31,0.4,0.41,3.1,3.0,109.13,64.14,64.14,19.52,3.7,2.0,Heating Oil,Heating Oil,85.5,0.0,0.95,0.1,65.0,85.5,0.95,15.0,1.0,0.0,2.0,2.0,100.0,3.0,0.0,0.6,1.0,1.0,1.0,0.0,391.918,119.0,0.6,1.17,40.0,578.864,230.0,5272.744000000001,1562.933,621.0,5800.018,12354.458999999999,372.21,147.89,1434.1860000000001,3054.921,64.14,2.48,64.14,2.67,1.7228485697139417,0.15,64.14,100.0,18871.88,1558.9460000000001,0.0,575.251,0.0,1714.8410000000001,0.0,1.0,2.9822824564912986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1714.8410000000001,4745.4696,3,4
